MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
"1","영암","성인","일반","60","관리자","1등급","20250101","M"
"4","영주","어르신","일반","69","관리자","2등급","20250102","F"
"3","중구(서울)","어르신","일반","68","관리자","1등급","20250102","M"
"1","서대문","성인","일반","19","관리자","3등급","20250102","F"
"1","순천","성인","일반","30","관리자","참가","20250102","M"
"1","포천","어르신","출장","72","관리자","2등급","20250102","F"
"1","KSPO송파","성인","일반","61","관리자","3등급","20250102","M"
"2","서구(대전)","성인","일반","20","관리자","참가","20250102","M"
"1","마포","성인","일반","60","관리자","참가","20250102","M"
"4","전주","성인","일반","25","관리자","3등급","20250102","M"
"1","나주","성인","일반","35","관리자","참가","20250102","M"
"1","창원","성인","일반","19","관리자","3등급","20250102","M"
"1","순천","성인","일반","27","관리자","참가","20250102","M"
"1","무안","성인","일반","60","관리자","참가","20250102","M"
"1","전주","성인","일반","24","관리자","2등급","20250102","F"
"6","영주","어르신","일반","69","관리자","3등급","20250102","F"
"1","중구(서울)","성인","일반","58","관리자","참가","20250102","F"
"1","달서","성인","일반","19","관리자","3등급","20250102","M"
"1","순천","성인","일반","30","관리자","참가","20250102","M"
"1","중구(서울)","어르신","일반","66","관리자","3등급","20250102","M"
"4","양평","어르신","일반","76","관리자","2등급","20250102","M"
"1","신안","성인","일반","26","관리자","참가","20250102","M"
"1","천안","청소년","일반","18","관리자","참가","20250102","M"
"1","서구(대전)","성인","일반","20","관리자","참가","20250102","M"
"2","고양","성인","일반","21","관리자","3등급","20250102","M"
"1","중구(서울)","어르신","일반","70","관리자","2등급","20250102","M"
"1","KSPO아산","어르신","일반","71","관리자","3등급","20250102","M"
"3","영주","어르신","일반","75","관리자","1등급","20250102","F"
"1","순천","성인","일반","24","관리자","참가","20250102","F"
"1","광주","성인","일반","54","관리자","참가","20250102","M"
"1","태백","성인","일반","19","관리자","2등급","20250102","M"
"1","창원","성인","일반","55","관리자","3등급","20250102","M"
"3","중구(서울)","성인","일반","54","관리자","참가","20250102","M"
"8","동구(광주)","성인","일반","54","관리자","2등급","20250102","F"
"1","KSPO송파","성인","일반","19","관리자","2등급","20250102","M"
"3","세종","성인","일반","19","관리자","3등급","20250102","M"
"1","오산","청소년","일반","18","관리자","참가","20250102","M"
"1","오산","성인","일반","19","관리자","참가","20250102","M"
"1","KSPO송파","성인","일반","50","관리자","참가","20250102","M"
"1","KSPO송파별관(어르신)","어르신","일반","65","관리자","참가","20250102","M"
"1","동작","성인","일반","57","관리자","참가","20250102","F"
"1","강북","성인","일반","59","관리자","참가","20250102","F"
"2","KSPO송파","성인","일반","42","관리자","3등급","20250102","M"
"1","남구(울산)","성인","일반","21","관리자","참가","20250102","F"
"1","남원","청소년","일반","17","관리자","참가","20250102","M"
"1","KSPO송파","성인","일반","20","관리자","참가","20250102","M"
"1","순천","성인","일반","27","관리자","참가","20250102","M"
"6","화성","어르신","일반","70","관리자","1등급","20250102","M"
